"Food_ID","Food_Name","Food_Type","Meal_Type","Location","number_of_claims","available_quantity"
288,Bread,Vegetarian,Breakfast,Lake Jamestown,0,48
667,Soup,Vegetarian,Lunch,New Amanda,0,30
527,Dairy,Non-Vegetarian,Snacks,Anthonyhaven,0,3
127,Rice,Vegan,Snacks,Josephburgh,0,48
62,Rice,Non-Vegetarian,Breakfast,Port Andre,0,21
112,Chicken,Vegetarian,Lunch,Brittanyside,0,32
140,Chicken,Vegan,Dinner,Coleburgh,0,18
392,Soup,Vegan,Dinner,Carlborough,0,34
450,Bread,Non-Vegetarian,Dinner,North Lindseychester,0,9
375,Vegetables,Vegan,Dinner,South Russelltown,0,15
621,Soup,Non-Vegetarian,Lunch,West Hunter,0,23
814,Bread,Vegan,Snacks,Jefferyside,0,18
99,Bread,Non-Vegetarian,Dinner,Penabury,0,8
328,Chicken,Vegetarian,Snacks,Brookeland,0,36
642,Chicken,Non-Vegetarian,Dinner,West Robert,0,38
366,Chicken,Non-Vegetarian,Lunch,South Jeffreyburgh,0,25
118,Dairy,Vegan,Lunch,Port Michael,0,42
370,Fruits,Vegan,Lunch,Port Melanie,0,35
377,Pasta,Non-Vegetarian,Breakfast,Port Andrea,0,22
583,Vegetables,Non-Vegetarian,Dinner,Hollyhaven,0,44
658,Vegetables,Non-Vegetarian,Dinner,Carrport,0,4
724,Dairy,Vegetarian,Lunch,Castilloport,0,44
439,Fruits,Vegan,Dinner,Port David,0,41
718,Vegetables,Non-Vegetarian,Dinner,North Joseph,0,45
21,Rice,Vegan,Dinner,West Aliciabury,0,38
883,Bread,Vegetarian,Lunch,Jordanborough,0,8
204,Fish,Non-Vegetarian,Lunch,Weberfurt,0,11
993,Soup,Vegetarian,Lunch,Port Daniellechester,0,8
871,Chicken,Non-Vegetarian,Lunch,South William,0,7
362,Chicken,Vegan,Snacks,Lindseybury,0,29
91,Vegetables,Vegetarian,Breakfast,Brittanyport,0,9
649,Dairy,Vegetarian,Lunch,West Samuelfurt,0,8
957,Fish,Vegan,Lunch,West Cherylfort,0,39
859,Pasta,Non-Vegetarian,Breakfast,Lake Amymouth,0,1
793,Fruits,Vegan,Snacks,Lopezport,0,5
383,Vegetables,Vegan,Lunch,Port Melanie,0,48
155,Fruits,Vegan,Dinner,North Destiny,0,20
856,Rice,Vegetarian,Snacks,Jordanhaven,0,44
347,Chicken,Vegetarian,Breakfast,Jonathanstad,0,45
770,Dairy,Non-Vegetarian,Lunch,East Melissa,0,30
344,Vegetables,Vegan,Snacks,Lake Travis,0,44
42,Rice,Vegan,Lunch,North Michelle,0,50
604,Pasta,Vegan,Breakfast,Port Carrie,0,47
838,Bread,Vegetarian,Lunch,East Melissa,0,38
845,Bread,Non-Vegetarian,Dinner,Port Victoria,0,14
68,Rice,Vegetarian,Snacks,East Elizabethberg,0,15
301,Rice,Vegan,Breakfast,New Tiffanystad,0,35
431,Pasta,Non-Vegetarian,Lunch,Bellport,0,21
218,Fish,Vegan,Snacks,North Brooke,0,38
927,Fruits,Vegetarian,Snacks,South Richardhaven,0,39
541,Vegetables,Vegan,Dinner,East Deborah,0,12
899,Pasta,Vegetarian,Snacks,Valentineside,0,44
907,Chicken,Vegan,Lunch,Katherinefurt,0,17
350,Pasta,Non-Vegetarian,Breakfast,Torresshire,0,8
244,Soup,Non-Vegetarian,Snacks,South Lisaberg,0,17
423,Fish,Vegan,Breakfast,North Chase,0,6
956,Chicken,Vegan,Snacks,Heathermouth,0,39
48,Rice,Vegan,Breakfast,North Jamesberg,0,30
552,Dairy,Vegetarian,Dinner,Gardnerfort,0,44
170,Fruits,Vegan,Breakfast,Jeremiahfort,0,49
678,Pasta,Vegetarian,Snacks,South Nicholasville,0,8
817,Rice,Vegetarian,Snacks,East Brittanyland,0,23
742,Dairy,Vegetarian,Breakfast,Millerview,0,3
360,Chicken,Vegan,Dinner,Port Lisamouth,0,12
983,Fruits,Vegetarian,Lunch,Gardnerfort,0,43
679,Bread,Non-Vegetarian,Snacks,Phillipsmouth,0,24
176,Fish,Non-Vegetarian,Snacks,Williamsfort,0,19
575,Pasta,Non-Vegetarian,Breakfast,Salastown,0,15
103,Bread,Non-Vegetarian,Snacks,South Jerryside,0,35
513,Fruits,Vegetarian,Snacks,Crystalborough,0,49
700,Dairy,Vegan,Breakfast,Cisnerostown,0,10
409,Chicken,Vegetarian,Dinner,Medinatown,0,46
76,Pasta,Vegan,Lunch,North Kennethshire,0,40
